Student_ID,Age,Gender,Field_of_Study,Year_of_Study,University_Location,GPA,Relevant_Coursework,Prior_Employment,Employment_Type,Entrepreneurial_Experience,Startup_Participation,Career_Interests,Entrepreneurial_Aspirations,Career_Guidance_Satisfaction,Recommended_Career_Path,Entrepreneurship_Suitability_Score,Top_Recommended_Industries,Predicted_Job_Success_Probability,User_Satisfaction,Followed_Recommendations,Employment_Status_Post_Graduation
S0205,25,Male,Business,4,Region C,3.99,0,0,Full-Time,1,1,Healthcare,Low,6,Design,28,Tech,41,9,1,Self-Employed
S0206,26,Female,Law,3,Region A,3.21,0,1,Full-Time,1,1,Healthcare,Medium,7,Business,53,Finance,35,8,1,Self-Employed
S0207,21,Female,Science,5,Region C,2.62,1,1,Part-Time,1,1,Tech,Medium,10,Tech,26,Tech,9,6,1,Employed
S0208,18,Female,Science,1,Region C,3.68,0,1,Full-Time,0,0,Finance,High,1,Tech,44,Education,58,8,1,Unemployed
S0209,18,Other,Arts,2,Region C,3.23,0,1,Full-Time,1,1,Business,High,1,Healthcare,86,Education,39,5,0,Unemployed
S0210,27,Female,Business,2,Region C,3.16,1,0,Full-Time,1,1,Finance,Medium,7,Finance,30,Tech,53,7,0,Unemployed
S0211,21,Female,Law,5,Region B,2.51,0,1,Part-Time,0,0,Tech,High,3,Design,35,Design,38,8,0,Self-Employed
S0212,29,Male,Law,1,Region B,3.51,1,1,Full-Time,1,0,Healthcare,Low,3,Design,80,Design,6,7,1,Self-Employed
S0213,24,Female,Science,4,Region A,2.16,0,0,Full-Time,1,1,Finance,Medium,5,Healthcare,60,Finance,3,4,1,Self-Employed
S0214,19,Male,Business,3,Region A,3.85,1,1,Part-Time,1,1,Business,Low,6,Healthcare,36,Finance,14,5,0,Self-Employed
S0215,20,Male,Arts,1,Region A,2.65,1,0,Internship,0,1,Healthcare,Medium,2,Design,66,Healthcare,75,10,0,Self-Employed
S0216,18,Female,Business,2,Region A,2.26,1,0,Full-Time,1,0,Business,Low,3,Business,35,Healthcare,47,6,1,Unemployed
S0217,22,Female,Engineering,5,Region C,2.88,1,1,Internship,0,1,Design,Medium,6,Business,4,Finance,5,6,1,Employed
S0218,18,Male,Business,5,Region B,2.08,1,1,Full-Time,0,0,Business,High,3,Finance,45,Healthcare,72,9,1,Unemployed
S0219,25,Female,Engineering,3,Region B,3.37,1,1,Part-Time,0,1,Healthcare,Medium,5,Design,78,Tech,34,10,0,Unemployed
S0220,18,Female,Engineering,5,Region A,3.81,0,0,Internship,0,1,Design,Low,9,Design,51,Design,71,2,0,Self-Employed
S0221,28,Female,Arts,5,Region A,3.67,1,1,Internship,0,1,Healthcare,Medium,3,Design,48,Healthcare,70,6,0,Employed
S0222,18,Female,Science,1,Region C,2.25,1,1,Internship,1,1,Healthcare,Low,6,Design,5,Healthcare,67,3,0,Employed
S0223,19,Female,Business,4,Region C,2.25,1,1,Internship,1,1,Design,Low,5,Healthcare,9,Tech,57,2,0,Unemployed
S0224,19,Other,Engineering,3,Region A,3.63,0,1,Full-Time,0,1,Business,Low,5,Tech,95,Education,76,6,1,Employed
S0225,29,Female,Business,1,Region B,3.85,1,1,Full-Time,0,1,Tech,High,6,Design,22,Finance,18,4,0,Unemployed
S0226,23,Female,Science,4,Region B,2.92,1,0,Internship,1,1,Tech,Medium,6,Tech,16,Tech,61,5,0,Unemployed
S0227,24,Other,Science,1,Region B,3.0,0,1,Full-Time,1,1,Tech,Low,1,Business,83,Education,70,5,0,Unemployed
S0228,22,Female,Law,1,Region A,2.64,1,0,Internship,0,0,Tech,High,9,Finance,43,Tech,9,3,1,Unemployed
S0229,18,Male,Science,5,Region B,3.79,0,0,Internship,0,0,Finance,Low,5,Business,40,Design,24,4,1,Self-Employed
S0230,18,Male,Arts,4,Region C,3.29,1,1,Part-Time,0,1,Tech,Medium,1,Design,14,Tech,43,3,1,Employed
S0231,20,Male,Engineering,3,Region C,2.58,0,1,Internship,0,1,Design,High,8,Business,43,Tech,98,7,0,Self-Employed
S0232,19,Male,Law,3,Region A,2.6,1,0,Full-Time,0,1,Tech,Low,7,Healthcare,57,Design,57,1,0,Self-Employed
S0233,22,Female,Arts,4,Region C,3.78,1,1,Internship,1,1,Healthcare,Low,7,Tech,85,Finance,24,6,0,Self-Employed
S0234,29,Female,Business,5,Region A,2.03,1,0,Part-Time,0,1,Tech,Low,5,Design,49,Education,92,4,0,Unemployed
S0235,27,Female,Engineering,2,Region B,2.65,1,1,Full-Time,1,1,Business,Medium,1,Healthcare,51,Healthcare,75,1,1,Unemployed
S0236,23,Male,Science,1,Region B,3.11,1,1,Part-Time,0,1,Design,High,9,Tech,69,Finance,39,1,1,Self-Employed
S0237,24,Female,Engineering,5,Region B,2.3,0,1,Part-Time,1,1,Design,High,9,Healthcare,67,Tech,75,5,1,Self-Employed
S0238,21,Female,Business,4,Region C,2.18,1,0,Internship,1,1,Finance,High,8,Business,62,Healthcare,69,5,1,Employed
S0239,24,Female,Law,1,Region A,3.63,0,1,Part-Time,1,1,Healthcare,Low,5,Design,57,Design,9,10,1,Self-Employed
S0240,28,Female,Law,3,Region B,3.79,1,1,Part-Time,1,0,Design,High,3,Business,22,Finance,65,7,0,Unemployed
S0241,25,Female,Law,2,Region A,3.65,0,1,Full-Time,1,1,Business,Low,8,Finance,43,Education,24,4,1,Self-Employed
S0242,28,Male,Science,3,Region B,3.8,1,1,Part-Time,1,0,Tech,Medium,1,Design,82,Finance,70,9,0,Employed
S0243,18,Female,Arts,4,Region C,3.11,1,1,Internship,1,0,Design,High,3,Business,94,Finance,86,4,1,Employed
S0244,23,Male,Arts,1,Region C,3.62,1,0,Internship,1,1,Business,Low,7,Design,43,Healthcare,10,7,0,Self-Employed
S0245,25,Male,Engineering,4,Region A,2.77,1,1,Internship,1,1,Tech,High,4,Tech,51,Design,35,5,0,Employed
S0246,22,Female,Science,1,Region C,3.33,0,1,Part-Time,1,1,Finance,High,7,Design,66,Design,48,5,1,Employed
S0247,21,Male,Law,5,Region C,3.98,1,0,Full-Time,1,1,Design,Medium,5,Design,27,Finance,47,6,1,Unemployed
S0248,19,Female,Law,2,Region A,2.45,1,1,Internship,1,1,Design,High,6,Tech,66,Design,86,8,0,Employed
S0249,23,Male,Business,5,Region B,2.78,0,0,Part-Time,0,1,Business,Medium,7,Business,77,Healthcare,6,5,0,Employed
S0250,23,Female,Business,5,Region C,2.96,1,1,Internship,0,1,Healthcare,High,10,Design,17,Healthcare,90,3,0,Self-Employed
S0251,28,Male,Law,4,Region A,2.28,1,1,Internship,1,1,Finance,High,7,Healthcare,26,Education,76,6,1,Unemployed
S0252,18,Other,Law,2,Region C,2.16,1,0,Full-Time,0,1,Healthcare,High,7,Design,50,Design,50,2,1,Employed
S0253,26,Female,Science,1,Region C,3.66,1,1,Internship,1,1,Design,High,7,Business,59,Education,16,8,1,Self-Employed
S0254,29,Male,Arts,1,Region C,3.95,1,0,Full-Time,0,1,Healthcare,High,7,Tech,73,Tech,31,8,0,Self-Employed
S0255,28,Female,Business,3,Region C,2.81,1,0,Part-Time,1,0,Tech,High,3,Business,48,Healthcare,25,3,1,Self-Employed
S0256,23,Other,Arts,1,Region A,2.18,0,0,Internship,1,1,Finance,Medium,3,Finance,14,Finance,21,8,0,Self-Employed
S0257,20,Male,Science,4,Region A,2.13,1,1,Part-Time,1,1,Healthcare,Medium,7,Design,82,Healthcare,12,9,0,Self-Employed
S0258,21,Male,Law,5,Region A,3.78,1,0,Part-Time,1,1,Tech,Low,2,Design,72,Tech,11,5,0,Self-Employed
S0259,29,Female,Arts,5,Region C,2.93,0,1,Part-Time,1,0,Business,High,2,Tech,67,Finance,70,5,1,Employed
S0260,28,Female,Law,5,Region C,2.64,1,1,Internship,1,1,Healthcare,Medium,3,Design,14,Design,0,6,0,Unemployed
S0261,21,Female,Law,2,Region C,2.95,1,0,Full-Time,1,1,Finance,High,4,Healthcare,50,Design,32,7,0,Unemployed
S0262,20,Female,Engineering,1,Region A,2.64,1,1,Internship,0,1,Tech,High,6,Healthcare,47,Healthcare,13,3,1,Self-Employed
S0263,27,Male,Arts,4,Region C,2.98,1,1,Part-Time,1,1,Healthcare,Medium,8,Business,71,Finance,63,5,0,Self-Employed
S0264,20,Male,Arts,2,Region B,3.72,0,1,Full-Time,1,0,Business,High,10,Tech,0,Finance,42,1,1,Unemployed
S0265,20,Female,Law,3,Region C,3.18,1,0,Part-Time,1,1,Healthcare,Medium,10,Finance,6,Education,57,10,1,Employed
S0266,21,Male,Science,4,Region B,3.39,0,0,Full-Time,1,1,Tech,Medium,7,Business,52,Tech,40,5,1,Self-Employed
S0267,24,Male,Engineering,4,Region C,2.73,1,0,Internship,1,1,Healthcare,Low,4,Tech,30,Design,80,4,0,Unemployed
S0268,21,Female,Law,4,Region A,3.48,1,0,Full-Time,0,1,Finance,Low,2,Tech,17,Healthcare,67,1,0,Unemployed
S0269,26,Female,Business,5,Region C,3.33,1,0,Internship,0,0,Design,Low,2,Business,11,Finance,38,7,1,Self-Employed
S0270,18,Female,Business,4,Region B,2.24,0,0,Part-Time,1,1,Tech,Low,4,Business,47,Design,0,1,1,Unemployed
S0271,25,Female,Engineering,1,Region B,3.15,1,0,Full-Time,1,1,Tech,High,6,Design,29,Healthcare,40,8,0,Employed
S0272,24,Female,Science,4,Region C,2.51,1,0,Part-Time,1,0,Tech,High,3,Finance,96,Design,44,10,0,Unemployed
S0273,19,Female,Law,5,Region B,3.61,0,0,Full-Time,0,1,Tech,Low,6,Healthcare,6,Healthcare,87,2,0,Self-Employed
S0274,25,Female,Arts,4,Region B,2.85,1,0,Internship,1,1,Healthcare,Medium,5,Design,91,Design,97,10,1,Self-Employed
S0275,18,Male,Engineering,3,Region A,3.99,1,1,Full-Time,1,0,Finance,Medium,5,Tech,2,Education,97,5,1,Unemployed
S0276,28,Male,Science,3,Region C,2.19,1,0,Full-Time,1,1,Business,Medium,2,Finance,62,Tech,87,6,0,Unemployed
S0277,29,Female,Arts,5,Region C,3.56,0,1,Internship,0,0,Finance,Medium,8,Finance,5,Design,78,9,1,Self-Employed
S0278,26,Female,Business,1,Region C,3.35,0,0,Internship,0,1,Tech,High,5,Business,94,Tech,80,7,1,Employed
S0279,26,Male,Business,1,Region B,3.53,1,1,Internship,0,1,Healthcare,Medium,2,Finance,14,Design,12,6,1,Unemployed
S0280,19,Male,Arts,2,Region C,2.62,1,0,Full-Time,0,1,Healthcare,Medium,7,Finance,70,Finance,70,5,0,Employed
S0281,24,Male,Engineering,5,Region C,2.98,0,1,Part-Time,0,1,Tech,Low,9,Tech,42,Education,8,6,0,Employed
S0282,27,Male,Business,4,Region A,3.59,0,1,Full-Time,0,1,Healthcare,Medium,9,Design,93,Education,62,4,0,Self-Employed
S0283,20,Female,Law,5,Region A,2.47,1,0,Full-Time,1,1,Tech,High,1,Finance,90,Tech,98,1,1,Self-Employed
S0284,24,Male,Arts,2,Region A,2.45,1,1,Part-Time,1,0,Finance,Medium,7,Business,80,Finance,22,9,1,Self-Employed
S0285,29,Female,Arts,5,Region B,3.1,0,1,Internship,1,1,Design,Medium,9,Design,17,Healthcare,53,5,1,Employed
S0286,27,Female,Business,5,Region C,3.05,1,0,Full-Time,0,1,Healthcare,High,6,Business,21,Education,46,8,0,Self-Employed
S0287,26,Female,Engineering,2,Region A,2.56,1,1,Part-Time,1,1,Tech,Low,1,Finance,60,Finance,38,7,0,Self-Employed
S0288,21,Female,Law,1,Region A,2.6,0,1,Internship,1,1,Tech,High,2,Design,60,Finance,86,8,0,Employed
S0289,29,Male,Engineering,4,Region A,2.56,1,1,Internship,0,1,Healthcare,Low,4,Finance,52,Tech,25,1,1,Employed
S0290,18,Female,Science,2,Region C,3.54,1,0,Full-Time,1,1,Business,Medium,4,Tech,25,Finance,0,9,0,Employed
S0291,19,Male,Science,3,Region C,3.3,1,1,Internship,0,0,Tech,Low,2,Design,90,Finance,13,1,0,Employed
S0292,18,Male,Business,1,Region C,3.66,1,1,Internship,1,1,Healthcare,Low,8,Business,39,Healthcare,95,3,1,Unemployed
S0293,29,Female,Business,3,Region B,3.95,1,1,Part-Time,1,0,Tech,Low,2,Tech,87,Tech,73,8,0,Self-Employed
S0294,22,Male,Business,1,Region B,2.95,1,1,Part-Time,1,1,Business,Medium,3,Healthcare,7,Tech,64,1,1,Unemployed
S0295,22,Male,Science,4,Region A,2.13,0,0,Internship,1,0,Design,Low,4,Business,20,Finance,68,1,0,Employed
S0296,28,Female,Engineering,4,Region C,2.1,1,1,Part-Time,1,0,Business,Low,9,Finance,92,Healthcare,66,6,1,Employed
S0297,24,Male,Engineering,5,Region A,2.59,1,0,Internship,1,1,Finance,Medium,10,Business,42,Design,48,5,1,Employed
S0298,26,Female,Business,3,Region C,3.87,0,0,Full-Time,1,1,Healthcare,High,1,Healthcare,20,Education,49,6,1,Employed
S0299,26,Male,Law,1,Region C,3.05,0,1,Part-Time,0,1,Business,High,8,Business,2,Tech,57,3,1,Employed
S0300,20,Female,Engineering,4,Region C,2.54,0,1,Internship,0,1,Design,High,5,Tech,30,Healthcare,52,10,1,Self-Employed
S0301,20,Female,Science,2,Region B,2.8,1,0,Internship,1,1,Tech,Medium,7,Business,26,Healthcare,90,10,1,Unemployed
S0302,20,Female,Arts,4,Region B,3.2,0,1,Part-Time,1,0,Healthcare,Medium,8,Design,26,Finance,56,6,1,Unemployed
S0303,21,Female,Arts,2,Region C,3.31,0,0,Part-Time,1,1,Business,High,5,Healthcare,72,Education,85,2,1,Self-Employed
S0304,25,Male,Arts,1,Region A,2.31,1,1,Full-Time,0,1,Design,Low,8,Business,56,Tech,17,8,0,Self-Employed
S0305,23,Female,Law,4,Region C,3.95,1,1,Internship,1,1,Business,High,10,Healthcare,96,Design,15,6,0,Self-Employed
S0306,25,Male,Business,4,Region C,3.09,0,0,Full-Time,0,1,Finance,Medium,8,Tech,32,Finance,1,4,0,Unemployed
S0307,18,Female,Science,1,Region A,2.27,1,0,Full-Time,1,1,Healthcare,Low,9,Design,89,Tech,12,4,1,Unemployed
S0308,25,Male,Law,4,Region C,3.79,1,0,Full-Time,1,1,Tech,Low,2,Finance,91,Tech,44,7,1,Employed
S0309,21,Female,Science,2,Region A,2.15,1,1,Part-Time,1,0,Design,Medium,3,Business,43,Healthcare,79,3,1,Unemployed
S0310,28,Male,Science,4,Region B,3.82,1,0,Full-Time,0,1,Business,Low,1,Tech,42,Education,71,3,0,Unemployed
S0311,18,Female,Business,3,Region B,3.99,0,0,Part-Time,1,1,Healthcare,High,4,Healthcare,30,Design,42,6,1,Self-Employed
S0312,25,Female,Arts,5,Region A,3.4,1,1,Part-Time,1,1,Business,Medium,5,Healthcare,64,Education,71,9,0,Unemployed
S0313,21,Female,Business,2,Region B,3.54,1,1,Full-Time,1,1,Healthcare,Medium,1,Tech,83,Healthcare,53,1,1,Employed
S0314,23,Male,Law,3,Region B,2.67,0,0,Full-Time,1,0,Finance,Medium,8,Business,75,Design,73,5,0,Unemployed
S0315,25,Female,Law,1,Region A,3.88,0,1,Internship,1,0,Business,Medium,2,Finance,16,Design,96,1,1,Self-Employed
S0316,21,Male,Law,2,Region B,3.06,1,0,Full-Time,1,1,Finance,Low,1,Business,14,Finance,30,1,0,Self-Employed
S0317,20,Male,Business,5,Region C,3.46,0,1,Internship,1,1,Design,Medium,2,Design,33,Design,75,3,0,Employed
S0318,26,Male,Science,5,Region C,3.85,1,0,Full-Time,0,0,Finance,Medium,5,Business,79,Tech,8,3,1,Employed
S0319,20,Male,Science,1,Region A,3.95,0,0,Full-Time,1,1,Healthcare,Low,9,Design,3,Education,100,4,1,Unemployed
S0320,26,Female,Engineering,1,Region B,3.67,1,1,Full-Time,1,1,Design,Medium,9,Healthcare,71,Education,72,3,0,Employed
S0321,19,Female,Law,2,Region C,2.61,1,0,Full-Time,0,1,Business,Low,2,Design,97,Finance,47,6,1,Employed
S0322,19,Male,Science,4,Region C,3.93,1,1,Internship,0,1,Business,Low,2,Finance,88,Design,17,4,0,Self-Employed
S0323,19,Male,Engineering,1,Region B,3.26,1,0,Internship,1,1,Healthcare,Medium,3,Tech,78,Healthcare,93,8,1,Self-Employed
S0324,23,Male,Science,4,Region B,3.86,1,0,Full-Time,0,1,Tech,High,7,Design,27,Tech,95,1,1,Unemployed
S0325,20,Male,Law,3,Region C,3.35,1,1,Full-Time,1,1,Tech,Medium,3,Business,72,Finance,86,8,0,Unemployed
S0326,26,Other,Arts,5,Region C,2.61,1,1,Internship,0,1,Business,High,1,Design,1,Design,10,1,1,Unemployed
S0327,21,Male,Law,4,Region A,2.74,1,1,Part-Time,1,1,Healthcare,Low,6,Healthcare,16,Healthcare,61,1,0,Unemployed
S0328,18,Male,Business,5,Region A,3.1,1,0,Part-Time,1,1,Tech,High,3,Design,57,Design,83,7,1,Self-Employed
S0329,21,Male,Science,4,Region C,3.58,1,0,Part-Time,1,1,Finance,Medium,1,Finance,73,Finance,18,1,1,Unemployed
S0330,18,Female,Science,3,Region A,2.64,1,0,Internship,1,1,Business,Medium,4,Design,8,Healthcare,99,9,1,Unemployed
S0331,22,Other,Business,1,Region C,3.16,1,0,Internship,1,1,Finance,High,1,Finance,30,Healthcare,89,8,0,Employed
S0332,21,Female,Business,3,Region C,2.69,0,1,Part-Time,1,1,Healthcare,Medium,1,Business,65,Healthcare,73,1,0,Unemployed
S0333,25,Female,Arts,1,Region A,3.63,1,1,Part-Time,0,1,Finance,High,2,Healthcare,87,Healthcare,23,2,0,Employed
S0334,25,Female,Science,1,Region A,2.93,1,0,Full-Time,0,0,Tech,Low,10,Tech,61,Design,12,2,1,Self-Employed
S0335,24,Male,Science,5,Region B,2.15,1,0,Internship,0,1,Tech,High,8,Business,18,Healthcare,45,2,1,Unemployed
S0336,20,Female,Arts,3,Region B,2.33,1,0,Internship,1,1,Design,High,2,Business,80,Design,52,6,1,Employed
S0337,18,Female,Engineering,4,Region B,2.12,1,0,Part-Time,0,1,Business,High,2,Tech,73,Healthcare,97,4,1,Unemployed
S0338,18,Female,Arts,3,Region C,3.0,1,0,Part-Time,0,1,Healthcare,High,10,Design,54,Healthcare,28,8,0,Employed
S0339,29,Female,Law,5,Region A,2.21,0,1,Internship,1,1,Business,Low,10,Design,27,Finance,35,1,0,Unemployed
S0340,28,Female,Science,1,Region C,2.23,0,1,Full-Time,1,1,Finance,Low,8,Design,91,Design,70,10,0,Self-Employed
S0341,20,Female,Business,5,Region A,3.88,1,1,Part-Time,1,0,Healthcare,Low,6,Healthcare,49,Design,93,4,0,Self-Employed
S0342,23,Other,Law,2,Region C,3.75,1,1,Internship,0,1,Healthcare,High,4,Business,64,Education,16,10,0,Employed
S0343,24,Female,Science,2,Region B,2.9,0,1,Internship,0,1,Tech,Low,3,Finance,2,Finance,47,5,1,Employed
S0344,23,Female,Arts,4,Region B,3.97,0,1,Full-Time,1,0,Finance,Medium,1,Tech,78,Design,76,9,0,Self-Employed
S0345,23,Female,Law,5,Region B,2.0,0,0,Full-Time,0,1,Tech,Low,3,Business,51,Finance,23,5,0,Unemployed
S0346,23,Male,Science,4,Region C,3.23,1,1,Part-Time,1,1,Tech,High,9,Design,9,Finance,53,3,1,Employed
S0347,20,Female,Engineering,4,Region A,3.23,1,1,Part-Time,1,0,Design,Medium,5,Tech,20,Finance,94,4,0,Self-Employed
S0348,23,Male,Engineering,2,Region A,2.91,1,0,Part-Time,1,0,Tech,High,6,Finance,36,Tech,90,10,1,Employed
S0349,25,Female,Business,4,Region B,2.79,1,1,Internship,0,1,Business,Medium,5,Business,14,Design,84,7,0,Self-Employed
S0350,28,Other,Science,2,Region B,2.91,1,0,Part-Time,1,1,Healthcare,High,1,Business,86,Finance,0,1,1,Self-Employed
S0351,28,Female,Engineering,1,Region B,2.83,1,1,Internship,1,1,Tech,High,10,Healthcare,77,Tech,78,6,1,Employed
S0352,19,Male,Arts,5,Region B,3.46,1,1,Part-Time,1,0,Business,Medium,1,Business,78,Tech,66,8,0,Employed
S0353,22,Male,Science,4,Region A,2.27,0,1,Full-Time,1,1,Finance,Low,4,Business,73,Healthcare,5,1,1,Self-Employed
S0354,18,Male,Arts,2,Region C,2.4,1,1,Full-Time,0,1,Healthcare,Medium,3,Finance,8,Healthcare,77,8,1,Unemployed
S0355,29,Female,Arts,3,Region C,2.36,1,1,Internship,0,1,Finance,Medium,8,Finance,43,Design,54,7,1,Self-Employed
S0356,18,Male,Engineering,4,Region C,2.52,1,1,Full-Time,1,0,Business,Medium,7,Tech,38,Healthcare,37,1,0,Unemployed
S0357,22,Male,Science,1,Region C,3.05,0,1,Internship,1,1,Finance,Medium,7,Design,4,Design,32,9,0,Unemployed
S0358,29,Male,Law,1,Region B,2.22,0,1,Internship,1,1,Finance,Medium,8,Finance,24,Tech,7,3,1,Unemployed
S0359,20,Female,Engineering,3,Region B,3.74,0,1,Full-Time,1,1,Finance,High,10,Tech,55,Tech,89,2,1,Employed
S0360,21,Female,Engineering,2,Region B,2.59,1,1,Internship,1,1,Tech,High,7,Business,89,Design,78,7,0,Self-Employed
S0361,20,Male,Science,4,Region C,2.33,1,1,Full-Time,1,1,Tech,Low,10,Tech,63,Healthcare,77,3,0,Self-Employed
S0362,18,Male,Science,2,Region B,3.35,0,1,Part-Time,1,1,Tech,Low,2,Tech,71,Healthcare,19,1,0,Unemployed
S0363,18,Female,Arts,1,Region B,2.08,1,1,Part-Time,0,1,Healthcare,Medium,4,Tech,85,Design,54,10,0,Unemployed
S0364,29,Female,Science,2,Region A,3.24,1,1,Full-Time,1,1,Business,Low,6,Tech,51,Education,47,3,0,Unemployed
S0365,29,Female,Arts,1,Region A,3.4,0,0,Full-Time,0,1,Tech,Low,3,Finance,88,Healthcare,82,6,0,Self-Employed
S0366,22,Male,Engineering,2,Region B,2.43,1,0,Full-Time,1,1,Finance,Medium,3,Design,75,Finance,55,3,0,Unemployed
S0367,23,Female,Business,3,Region A,2.08,0,1,Full-Time,1,1,Finance,High,6,Tech,8,Healthcare,96,5,0,Self-Employed
S0368,20,Female,Law,5,Region A,2.73,1,0,Part-Time,1,1,Finance,High,1,Healthcare,9,Education,99,9,1,Self-Employed
S0369,29,Female,Engineering,3,Region B,2.2,1,0,Internship,0,1,Finance,Low,1,Business,9,Tech,87,7,0,Employed
S0370,26,Female,Science,3,Region B,2.23,1,1,Internship,1,1,Design,High,5,Business,72,Tech,9,2,0,Unemployed
S0371,22,Male,Law,5,Region B,2.51,0,0,Part-Time,0,1,Healthcare,High,1,Business,61,Tech,51,1,0,Unemployed
S0372,25,Male,Business,5,Region B,2.59,1,0,Internship,1,0,Business,Low,10,Business,89,Healthcare,49,7,1,Unemployed
S0373,18,Female,Business,4,Region C,3.06,1,1,Part-Time,0,1,Business,Medium,8,Business,98,Tech,33,4,1,Employed
S0374,22,Female,Arts,4,Region C,3.36,1,1,Internship,1,1,Tech,Low,2,Tech,90,Education,35,7,1,Unemployed
S0375,20,Female,Law,3,Region B,3.19,0,1,Full-Time,1,1,Design,Low,6,Design,59,Education,60,6,0,Self-Employed
S0376,29,Female,Arts,3,Region A,2.3,0,1,Full-Time,1,1,Business,Low,10,Healthcare,94,Healthcare,99,7,1,Unemployed
S0377,18,Female,Engineering,1,Region B,2.34,0,1,Full-Time,1,1,Healthcare,Medium,10,Finance,18,Finance,15,4,1,Self-Employed
S0378,21,Female,Law,1,Region B,3.76,0,0,Part-Time,0,1,Finance,Medium,5,Healthcare,37,Healthcare,78,3,0,Self-Employed
S0379,22,Male,Engineering,4,Region A,3.12,1,1,Part-Time,0,1,Tech,Medium,10,Finance,5,Tech,17,5,1,Self-Employed
S0380,24,Female,Arts,4,Region C,3.74,1,1,Internship,1,1,Healthcare,Medium,4,Finance,14,Healthcare,70,3,1,Self-Employed
S0381,18,Male,Law,1,Region B,2.74,1,0,Internship,1,1,Business,Low,1,Healthcare,92,Education,46,3,1,Unemployed
S0382,20,Male,Arts,1,Region B,3.23,0,0,Internship,0,1,Design,High,3,Tech,46,Healthcare,85,4,1,Employed
S0383,19,Other,Law,2,Region C,3.05,1,1,Part-Time,1,0,Tech,Low,4,Business,44,Healthcare,31,8,1,Employed
S0384,26,Male,Arts,2,Region C,2.64,0,0,Internship,1,1,Business,Medium,2,Tech,4,Finance,42,2,0,Self-Employed
S0385,27,Male,Business,1,Region A,2.94,1,1,Full-Time,0,1,Tech,High,2,Business,77,Education,82,4,1,Unemployed
S0386,23,Male,Arts,2,Region C,3.0,1,0,Internship,0,1,Business,Low,2,Design,52,Design,39,3,0,Employed
S0387,27,Female,Business,5,Region C,2.4,1,1,Full-Time,0,1,Finance,High,1,Finance,65,Design,64,7,1,Unemployed
S0388,20,Male,Arts,4,Region C,2.63,1,1,Part-Time,1,1,Design,Medium,10,Healthcare,61,Education,34,2,0,Employed
S0389,25,Male,Law,4,Region A,3.58,0,0,Full-Time,1,0,Finance,High,2,Design,22,Design,68,1,1,Self-Employed
S0390,25,Male,Law,1,Region C,3.83,1,0,Full-Time,1,0,Business,High,6,Business,43,Tech,49,10,0,Self-Employed
S0391,19,Male,Law,3,Region C,2.72,1,1,Full-Time,1,1,Healthcare,Medium,3,Tech,51,Design,11,1,0,Self-Employed
S0392,23,Male,Science,1,Region A,2.61,1,1,Part-Time,0,1,Finance,High,10,Healthcare,45,Tech,75,6,0,Employed
S0393,24,Male,Engineering,2,Region C,2.39,1,1,Part-Time,1,0,Healthcare,Low,5,Finance,18,Education,84,3,0,Unemployed
S0394,19,Female,Law,3,Region C,3.36,1,1,Part-Time,1,1,Business,High,1,Design,87,Design,57,7,1,Self-Employed
S0395,28,Male,Business,2,Region A,2.65,0,1,Part-Time,0,1,Design,Low,8,Finance,83,Design,82,8,0,Unemployed
S0396,27,Male,Law,5,Region B,3.98,1,0,Internship,1,1,Healthcare,High,4,Business,46,Tech,62,5,1,Unemployed
S0397,19,Male,Science,2,Region A,2.65,0,0,Part-Time,1,1,Business,High,9,Finance,90,Tech,72,5,0,Self-Employed
S0398,27,Male,Business,5,Region C,2.79,1,0,Full-Time,1,1,Healthcare,Medium,4,Tech,51,Healthcare,48,2,0,Employed
S0399,18,Female,Science,5,Region C,3.21,1,1,Part-Time,1,1,Finance,Medium,2,Design,23,Finance,35,8,0,Self-Employed
S0400,25,Female,Business,2,Region C,3.6,0,0,Internship,0,1,Business,Low,3,Design,16,Design,53,10,0,Self-Employed
S0401,18,Male,Arts,2,Region A,2.94,1,0,Internship,0,1,Finance,Medium,5,Tech,88,Finance,46,1,1,Employed
S0402,26,Male,Engineering,5,Region C,2.85,1,1,Internship,1,1,Tech,Medium,10,Finance,45,Finance,31,10,1,Unemployed
S0403,28,Male,Engineering,3,Region C,3.99,1,1,Full-Time,0,1,Business,Medium,6,Tech,63,Design,98,9,0,Employed
S0404,23,Female,Science,5,Region A,2.02,1,0,Part-Time,1,0,Healthcare,Medium,7,Healthcare,94,Tech,94,1,1,Employed
S0405,24,Female,Engineering,4,Region B,3.79,1,0,Part-Time,1,1,Tech,Medium,4,Tech,27,Healthcare,52,1,0,Self-Employed
S0406,27,Female,Science,5,Region B,2.3,1,1,Part-Time,1,1,Finance,Low,7,Finance,49,Education,31,1,0,Employed
S0407,24,Male,Science,3,Region C,3.57,1,1,Full-Time,1,1,Finance,Low,10,Tech,63,Design,61,7,1,Employed
S0408,27,Female,Science,4,Region A,3.24,1,1,Full-Time,1,1,Healthcare,Medium,3,Business,27,Design,36,4,0,Employed
S0409,20,Male,Engineering,1,Region C,2.68,1,0,Internship,1,1,Tech,Medium,7,Tech,85,Education,95,7,1,Unemployed
S0410,19,Male,Science,1,Region A,3.75,1,1,Internship,1,1,Design,Low,4,Tech,55,Finance,100,5,1,Unemployed
